PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,FAC_NAME,PRVDR_NUM,PGM_TRMNTN_CD,TRMNTN_EXPRTN_DT,ZIP_CD,Year
1.0,1,BIBB MEDICAL CENTER,10058,0,,35042.0,2016
1.0,1,LAWRENCE MEDICAL CENTER,10059,0,,35650.0,2016
1.0,1,CLEBURNE COUNTY HOSPITAL,10060,4,19900226.0,36264.0,2016
1.0,1,HIGHLANDS MEDICAL CENTER,10061,0,,35768.0,2016
1.0,1,WIREGRASS MEDICAL CENTER,10062,0,,36340.0,2016
1.0,1,PHYSICIANS MEDICAL CENTER CARRAWAY,10064,1,20081031.0,35234.0,2016
1.0,1,RUSSELL HOSPITAL,10065,0,,35010.0,2016
1.0,1,FLORALA MEMORIAL HOSPITAL,10066,1,20131231.0,36442.0,2016
1.0,1,JOHN A ANDREW COMMUNITY HOSPITAL,10067,1,19871031.0,36088.0,2016
1.0,1,HEALTHSOUTH METRO WEST HOSPITAL,10068,1,20040903.0,35064.0,2016
1.0,1,MEDICAL CENTER BARBOUR,10069,0,,36027.0,2016
1.0,1,MEDICAL PARK WEST,10070,1,19880731.0,35218.0,2016
1.0,1,COOSA VALLEY BAPTIST MEDICAL CENTER,10072,7,20040801.0,35150.0,2016
1.0,1,CLAY COUNTY HOSPITAL,10073,0,,36251.0,2016
1.0,1,HENRY COUNTY HOSPITAL & NURSING HOME,10074,1,19880301.0,36310.0,2016
1.0,1,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,0,,36207.0,2016
1.0,1,ATHENS LIMESTONE HOSPITAL,10079,0,,35611.0,2016
1.0,1,LAMAR REGIONAL HOSPITAL,10080,1,19961120.0,35592.0,2016
1.0,1,BAPTIST MEDICAL CENTER DOWNTOWN,10081,4,19990701.0,36104.0,2016
1.0,1,SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,0,,36535.0,2016
1.0,1,UAB HIGHLANDS,10084,1,20060331.0,35205.0,2016
1.0,1,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,10085,0,,35601.0,2016
1.0,1,NORTHWEST MEDICAL CENTER,10086,0,,35594.0,2016
1.0,1,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,10087,0,,36617.0,2016
1.0,1,WALKER BAPTIST MEDICAL CENTER,10089,0,,35502.0,2016
1.0,1,PROVIDENCE HOSPITAL,10090,0,,36608.0,2016
1.0,1,GROVE HILL MEMORIAL HOSPITAL,10091,0,,36451.0,2016
1.0,1,D C H REGIONAL MEDICAL CENTER,10092,0,,35401.0,2016
1.0,1,NORTHWEST MEDICAL CENTER,10094,4,19981001.0,35653.0,2016
1.0,1,HALE COUNTY HOSPITAL,10095,0,,36744.0,2016
1.0,1,ABERNETHY MEMORIAL HOSPITAL,10096,1,19921231.0,36441.0,2016
1.0,1,ELMORE COMMUNITY HOSPITAL,10097,0,,36092.0,2016
1.0,1,RANDOLPH MEDICAL CENTER,10098,1,20060103.0,36274.0,2016
1.0,1,D W MCMILLAN MEMORIAL HOSPITAL,10099,0,,36426.0,2016
1.0,1,THOMAS HOSPITAL,10100,0,,36532.0,2016
1.0,1,CITIZENS BAPTIST MEDICAL CENTER,10101,0,,35161.0,2016
1.0,1,J PAUL JONES HOSPITAL,10102,0,,36726.0,2016
1.0,1,PRINCETON BAPTIST MEDICAL CENTER,10103,0,,35211.0,2016
1.0,1,GRANDVIEW MEDICAL CENTER,10104,0,,35243.0,2016
1.0,1,PRATTVILLE BAPTIST HOSPITAL,10108,0,,36067.0,2016
1.0,1,PICKENS COUNTY MEDICAL CENTER,10109,0,,35447.0,2016
1.0,1,BULLOCK COUNTY HOSPITAL,10110,0,,36089.0,2016
1.0,1,GUIN HOSPITAL,10111,6,19870406.0,35563.0,2016
1.0,1,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,10112,0,,36732.0,2016
1.0,1,MOBILE INFIRMARY MEDICAL CENTER,10113,0,,36652.0,2016
1.0,1,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,0,,35021.0,2016
1.0,1,RED BAY HOSPITAL,10115,1,20050930.0,35582.0,2016
1.0,1,LONGVIEW GENERAL HOSPITAL,10117,1,19970701.0,35073.0,2016
1.0,1,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,0,,36701.0,2016
1.0,1,UNIV OF SOUTH AL CHILDRENS AND WOMENS,10119,1,20010930.0,36604.0,2016
1.0,1,MONROE COUNTY HOSPITAL,10120,0,,36460.0,2016
1.0,1,VAUGHAN REG MED CTR DALLAS AVE CAMPUS,10121,1,20020401.0,36701.0,2016
1.0,1,CHOCTAW COMMUNITY HOSPITAL,10122,1,19930430.0,36904.0,2016
1.0,1,FLORENCE HOSPITAL,10123,4,19981001.0,35630.0,2016
1.0,1,MEDICAL CENTER SHOALS,10124,4,19981001.0,35662.0,2016
1.0,1,LAKELAND COMMUNITY HOSPITAL,10125,0,,35565.0,2016
1.0,1,TROY REGIONAL MEDICAL CENTER,10126,0,,36081.0,2016
1.0,1,HUNTSVILLE HOSPITAL EAST,10127,1,19980602.0,35801.0,2016
1.0,1,JACKSON MEDICAL CENTER,10128,0,,36545.0,2016
1.0,1,NORTH BALDWIN INFIRMARY,10129,0,,36507.0,2016
1.0,1,ST VINCENT'S ST CLAIR,10130,0,,35125.0,2016
1.0,1,CRESTWOOD MEDICAL CENTER,10131,0,,35801.0,2016
1.0,1,LIVINGTON TOMBIGBEE,10133,4,19870715.0,35470.0,2016
1.0,1,WASHINGTON COUNTY INFIRMARY,10134,7,20021101.0,36518.0,2016
1.0,1,D E JACKSON MEMORIAL HOSPITAL,10136,1,19930926.0,35647.0,2016
1.0,1,COOPER GREEN MERCY HOSPITAL,10137,1,20130101.0,35233.0,2016
1.0,1,HILL HOSPITAL OF SUMTER COUNTY,10138,0,,36925.0,2016
1.0,1,BROOKWOOD MEDICAL CENTER,10139,0,,35209.0,2016
1.0,1,WOODLAND MEDICAL CENTER,10143,1,20090715.0,35055.0,2016
1.0,1,SPRINGHILL MEMORIAL HOSPITAL,10144,0,,36608.0,2016
1.0,1,NORTHPORT MEDICAL CENTER,10145,1,20110501.0,35476.0,2016
1.0,1,RMC JACKSONVILLE,10146,0,,36265.0,2016
1.0,1,EVERGREEN MEDICAL CENTER,10148,0,,36401.0,2016
1.0,1,BAPTIST MEDICAL CENTER EAST,10149,0,,36117.0,2016
1.0,1,L V STABLER MEMORIAL HOSPITAL,10150,0,,36037.0,2016
1.0,1,INFIRMARY WEST,10152,1,20121031.0,36693.0,2016
1.0,1,D C H REHABILITATION PAVILION,10153,4,19921001.0,35401.0,2016
1.0,1,VAUGHAN PERRY HOSPITAL,10155,4,19990501.0,36756.0,2016
1.0,1,"LONG TERM CARE HOSPITAL AT JACKSON,THE",10156,7,19980831.0,36106.0,2016
1.0,1,SHOALS HOSPITAL,10157,0,,35661.0,2016
1.0,1,RUSSELLVILLE HOSPITAL,10158,0,,35653.0,2016
1.0,1,FLORENCE HOSPITAL,10159,4,19990701.0,35630.0,2016
1.0,1,RAMSAY YOUTH SERVICES-DOTHAN,10160,7,19981021.0,36301.0,2016
1.0,1,SELECT SPECIALTY HOSPITAL,10161,7,20010831.0,35213.0,2016
1.0,1,"LONG TERM CARE HOSP AT MED CENTER EAST,THE",10162,7,20030930.0,35235.0,2016
1.0,1,"LTC HOSP AT SE AL MED CTR,THE",10163,7,20040930.0,36302.0,2016
1.0,1,COOSA VALLEY MEDICAL CENTER,10164,0,,35150.0,2016
1.0,1,THE LONG TERM CARE HOSPITAL AT REGIONAL MEDICAL CT,10165,1,20100413.0,36207.0,2016
1.0,1,UAB HIGHLANDS,10167,0,,35205.0,2016
1.0,1,JACK HUGHSTON MEMORIAL HOSPITAL,10168,0,,36867.0,2016
1.0,1,ATMORE COMMUNITY HOSPITAL,10169,0,,36502.0,2016
1.0,1,"NOLAND HOSPITAL SHELBY, LLC",10170,1,20110228.0,35007.0,2016
1.0,1,CHOCTAW GENERAL HOSPITAL,10171,7,20120530.0,36904.0,2016
1.0,1,NORTH ALABAMA SPECIALITY HOSPITAL,10172,0,,35611.0,2016
1.0,1,PROVIDENCE ALASKA MEDICAL CENTER,20001,0,,99508.0,2016
1.0,1,SITKA COMMUNITY HOSPITAL,20002,7,20010701.0,99835.0,2016
1.0,1,KETCHIKAN GENERAL HOSPITAL,20004,7,20060820.0,99901.0,2016
1.0,1,NORTON SOUND REGIONAL HOSPITAL,20005,7,20031101.0,99762.0,2016
1.0,1,MAT-SU REGIONAL MEDICAL CENTER,20006,0,,99645.0,2016
1.0,1,WRANGELL MEDICAL CENTER,20007,7,20020701.0,99929.0,2016
1.0,1,BARTLETT REGIONAL HOSPITAL,20008,0,,99801.0,2016
1.0,1,PETERSBURG MEDICAL CENTER,20009,7,20010701.0,99833.0,2016
1.0,1,CORDOVA COMMUNITY MEDICAL CENTER,20010,1,20030701.0,99574.0,2016
1.0,1,PROVIDENCE SEWARD HOSPITAL,20011,7,20010101.0,99664.0,2016
1.0,1,FAIRBANKS MEMORIAL HOSPITAL,20012,0,,99701.0,2016
1.0,1,PROVIDENCE KODIAK ISLAND MEDICAL CENTE,20013,1,20030601.0,99615.0,2016
1.0,1,SOUTH PENINSULA HOSPITAL,20014,7,20080806.0,99603.0,2016
1.0,1,FAITH HOSPITAL,20016,1,19870401.0,99588.0,2016
1.0,1,ALASKA REGIONAL HOSPITAL,20017,0,,99508.0,2016
1.0,1,YUKON KUSKOKWIM DELTA REG HOSPITAL,20018,0,,99559.0,2016
1.0,1,SAMUEL SIMMONDS MEMORIAL HOSPITAL,20019,7,20070930.0,99723.0,2016
1.0,1,MANILAQ HEALTH CENTER,20020,7,20050201.0,99752.0,2016
1.0,1,BRISTOL BAY AREA HEALTH CORP,20021,7,20041001.0,99576.0,2016
1.0,1,CENTRAL PENINSULA GENERAL HOSPITAL,20024,0,,99669.0,2016
1.0,1,VALDEZ COMMUNITY HOSPITAL,20025,7,20000801.0,99686.0,2016
1.0,1,ALASKA NATIVE MEDICAL CENTER,20026,0,,99508.0,2016
1.0,1,MT EDGECUMBE HOSPITAL,20027,7,20151104.0,99835.0,2016
1.0,1,ST ELIAS SPECIALTY HOSPITAL,20028,1,20071231.0,99503.0,2016
1.0,1,ABRAZO MARYVALE CAMPUS,30001,0,,85031.0,2016
1.0,1,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,30002,0,,85006.0,2016
1.0,1,PHOENIX MEMORIAL HOSPITAL,30003,1,20010501.0,85007.0,2016
1.0,1,SAGE MEMORIAL HOSPITAL,30004,7,20021130.0,86505.0,2016
1.0,1,TUCSON MEDICAL CENTER,30006,0,,85712.0,2016
1.0,1,VERDE VALLEY MEDICAL CENTER,30007,0,,86326.0,2016
1.0,1,PHOENIX REGIONAL MEDICAL CENTER,30008,1,19991219.0,85016.0,2016
1.0,1,KINO COMMUNITY HOSPITAL,30009,1,20040615.0,85713.0,2016
1.0,1,ST. MARY'S HOSPITAL,30010,0,,85745.0,2016
1.0,1,ST JOSEPH'S HOSPITAL,30011,0,,85711.0,2016
1.0,1,YAVAPAI REGIONAL MEDICAL CENTER,30012,0,,86301.0,2016
1.0,1,YUMA REGIONAL MEDICAL CENTER,30013,0,,85364.0,2016
1.0,1,JOHN C. LINCOLN MEDICAL CENTER,30014,0,,85020.0,2016
1.0,1,BANNER CASA GRANDE MEDICAL CENTER,30016,0,,85222.0,2016
1.0,1,MESA GENERAL HOSPITAL,30017,1,20080531.0,85201.0,2016
1.0,1,BANNER MESA MEDICAL CENTER,30018,1,20070918.0,85201.0,2016
1.0,1,"TEMPE ST LUKE'S HOSPITAL, A CAMPUS OF ST LUKE'S ME",30019,1,20071001.0,85281.0,2016
1.0,1,PHOENIX GENERAL HOSPITAL,30020,1,19880928.0,85036.0,2016
1.0,1,MARICOPA MEDICAL CENTER,30022,0,,85008.0,2016
1.0,1,FLAGSTAFF MEDICAL CENTER,30023,0,,86001.0,2016
1.0,1,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,0,,85013.0,2016
1.0,1,WICKENBURG REGIONAL HOSPITAL,30025,1,20011031.0,85390.0,2016
1.0,1,COPPER QUEEN COMMUNITY HOSPITAL (CLOSED),30027,7,20051130.0,85603.0,2016
1.0,1,ABRAZO CENTRAL CAMPUS,30030,0,,85015.0,2016
1.0,1,BANNER PAYSON MEDICAL CENTER,30033,0,,85541.0,2016
1.0,1,SOUTHEAST ARIZONA MEDICAL CENTER,30034,7,20020331.0,85607.0,2016
1.0,1,TUCSON GENERAL HOSPITAL,30035,1,20011006.0,85719.0,2016
1.0,1,CHANDLER REGIONAL MEDICAL CENTER,30036,0,,85224.0,2016
1.0,1,ST LUKE'S MEDICAL CENTER,30037,0,,85006.0,2016
1.0,1,SCOTTSDALE OSBORN MEDICAL CENTER,30038,0,,85251.0,2016
1.0,1,CARONDELET HOLY CROSS HOSPITAL - CLOSED,30040,1,20060731.0,85621.0,2016
1.0,1,NORTHERN COCHISE COMMUNITY HOSPITAL,30041,1,20020131.0,85643.0,2016
1.0,1,CANYON VISTA MEDICAL CENTER,30043,0,,85635.0,2016
1.0,1,WINSLOW MEMORIAL HOSPITAL,30044,7,20041031.0,86047.0,2016
1.0,1,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,30046,1,19951101.0,85938.0,2016
1.0,1,PAGE HOSPITAL,30047,7,20020228.0,86040.0,2016
1.0,1,MORENCI HOSPITAL,30048,1,19981231.0,85540.0,2016
1.0,1,CENTRAL ARIZONA MEDICAL CENTER,30049,1,19990930.0,85232.0,2016
1.0,1,OMNI REGIONAL MEDICAL CENTER,30051,4,19920403.0,85501.0,2016
1.0,1,BENSON HOSPITAL,30054,1,20011231.0,85602.0,2016
1.0,1,KINGMAN REGIONAL MEDICAL CENTER,30055,0,,86409.0,2016
1.0,1,VALLEY VIEW COMMUNITY HOSPITAL,30057,1,19900302.0,85363.0,2016
1.0,1,ARIZONA SURGICAL HOSPITAL,30059,5,20020406.0,85015.0,2016
1.0,1,COBRE VALLEY COMMUNITY HOSPITAL,30060,7,20061129.0,85501.0,2016
1.0,1,BANNER BOSWELL MEDICAL CENTER,30061,0,,85351.0,2016
1.0,1,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,30062,0,,85901.0,2016
1.0,1,SCOTTSDALE COMMUNITY HOSPITAL,30063,1,19890201.0,85257.0,2016
1.0,1,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,30064,0,,85724.0,2016
1.0,1,BANNER DESERT MEDICAL CENTER,30065,0,,85202.0,2016
1.0,1,LA PAZ REGIONAL HOSPITAL,30067,7,20131023.0,85344.0,2016
1.0,1,MT. GRAHAM REGIONAL MEDICAL CENTER,30068,0,,85546.0,2016
1.0,1,HAVASU REGIONAL MEDICAL CENTER,30069,0,,86403.0,2016
1.0,1,FORT DEFIANCE INDIAN HOSPITAL,30071,0,,86504.0,2016
1.0,1,PHS INDIAN HOSPITAL,30072,1,20021121.0,86034.0,2016
1.0,1,TUBA CITY REGIONAL HEALTH CARE CORPORATION,30073,0,,86045.0,2016
1.0,1,SELLS INDIAN  HOSPITAL,30074,0,,85634.0,2016
1.0,1,HU HU KAM MEMORIAL HOSPITAL,30076,1,20030331.0,85247.0,2016
1.0,1,SAN CARLOS APACHE HEALTHCARE,30077,0,,85542.0,2016
1.0,1,PHOENIX INDIAN MEDICAL CENTER,30078,0,,85016.0,2016
1.0,1,PARKER PHS INDIAN HOSPITAL,30079,1,20030131.0,85344.0,2016
1.0,1,EL DORADO HOSPITAL - CLOSED,30080,1,20060809.0,85712.0,2016
1.0,1,KENNECOTT SAMARITAN HOSPITAL,30081,1,19881231.0,85237.0,2016
1.0,1,ST LUKES BEHAVIORIAL HEALTH CENTER,30082,1,19880625.0,85006.0,2016
1.0,1,ABRAZO SCOTTSDALE CAMPUS,30083,0,,85032.0,2016
1.0,1,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,30084,0,,86503.0,2016
1.0,1,NORTHWEST MEDICAL CENTER,30085,0,,85741.0,2016
1.0,1,WESTERN AZ REGIONAL MEDICAL CENTER,30086,5,19971110.0,86430.0,2016
1.0,1,SCOTTSDALE SHEA MEDICAL CENTER,30087,0,,85260.0,2016
1.0,1,BANNER BAYWOOD MEDICAL CENTER,30088,0,,85206.0,2016
1.0,1,BANNER THUNDERBIRD MEDICAL CENTER,30089,0,,85306.0,2016
1.0,1,COMMUNITY GENERAL HOSPITAL,30091,1,19920823.0,86025.0,2016
1.0,1,HONORHEALTH DEER VALLEY MEDICAL CENTER,30092,0,,85027.0,2016
1.0,1,BANNER DEL E. WEBB MEDICAL CENTER,30093,0,,85375.0,2016
1.0,1,ABRAZO ARROWHEAD CAMPUS,30094,0,,85308.0,2016
1.0,1,"MOHAVE VALLEY HOSPITAL, INC",30095,1,19990824.0,86442.0,2016
1.0,1,KANGAROO KIDS,30096,1,19931130.0,85016.0,2016
1.0,1,AMERICAN TRANSITIONAL HOSPITAL PHOENIX,30097,1,19931201.0,85006.0,2016
1.0,1,AMERICAN TRANSITIONAL HOSPITAL INC,30098,7,19960101.0,85719.0,2016
1.0,1,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,30099,7,20080825.0,85938.0,2016
1.0,1,CARONDELET HEART AND VASCULAR INSTITUTE,30100,1,20121107.0,85704.0,2016
1.0,1,WESTERN ARIZONA REGIONAL MEDICAL CENTER,30101,0,,86442.0,2016
1.0,1,ARIZONA HEART HOSPITAL,30102,1,20101001.0,85016.0,2016
1.0,1,MAYO CLINIC HOSPITAL,30103,0,,85054.0,2016
1.0,1,SELECT SPECIALTY HOSPITAL,30104,7,20000531.0,85201.0,2016
1.0,1,BANNER HEART HOSPITAL,30105,0,,85206.0,2016
1.0,1,PHOENIX MEMORIAL HOSPITAL,30106,1,20070601.0,85007.0,2016
1.0,1,ARIZONA SPINE AND JOINT HOSPITAL,30107,0,,85206.0,2016
1.0,1,"CORE INSTITUTE SPECIALTY HOSPITAL, THE",30108,0,,85015.0,2016
1.0,1,PROMISE SPECIALTY HOSP PHX (SEE MED3279 NEW),30109,7,20050531.0,85006.0,2016
1.0,1,ABRAZO WEST CAMPUS,30110,0,,85395.0,2016
1.0,1,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,30111,0,,85713.0,2016
1.0,1,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP,30112,0,,85224.0,2016
1.0,1,WHITERIVER PHS INDIAN HOSPITAL,30113,0,,85941.0,2016
1.0,1,ORO VALLEY HOSPITAL,30114,0,,85755.0,2016
1.0,1,BANNER ESTRELLA MEDICAL CENTER,30115,0,,85037.0,2016
1.0,1,BARIX CLINICS OF ARIZONA,30116,1,20061203.0,85255.0,2016
1.0,1,VALLEY VIEW MEDICAL CENTER,30117,0,,86426.0,2016
1.0,1,YAVAPAI REGIONAL MEDICAL CENTER-EAST CAMPUS,30118,1,20160801.0,86314.0,2016
1.0,1,MERCY GILBERT MEDICAL CENTER,30119,0,,85296.0,2016
1.0,1,GILBERT HOSPITAL,30120,0,,85295.0,2016
1.0,1,"MOUNTAIN VISTA MEDICAL CENTER, LP",30121,0,,85209.0,2016
1.0,1,BANNER GATEWAY MEDICAL CENTER,30122,0,,85234.0,2016
1.0,1,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,30123,0,,85255.0,2016
1.0,1,TRILLIUM SPECIALTY HOSPITAL - EAST VALLEY,30124,7,20081130.0,85206.0,2016
1.0,1,TRILLIUM SPECIALTY HOSPITAL-WEST VALLEY,30125,7,20081130.0,85351.0,2016
1.0,1,ARIZONA REGIONAL MEDICAL CENTER,30126,1,20130426.0,85201.0,2016
1.0,1,WESTERN REGIONAL MEDICAL CENTER CANCER HOSPITAL,30127,1,20090218.0,85395.0,2016
1.0,1,HUALAPAI MOUNTAIN MEDICAL CENTER,30128,1,20111001.0,86401.0,2016
1.0,1,FLORENCE COMMUNITY HEALTHCARE,30129,7,20110907.0,85132.0,2016
1.0,1,BANNER IRONWOOD MEDICAL CENTER,30130,0,,85140.0,2016
1.0,1,O.A.S.I.S. HOSPITAL,30131,0,,85008.0,2016
1.0,1,"FLORENCE HOSPITAL AT ANTHEM, LLC",30132,0,,85132.0,2016
1.0,1,GLOBALREHAB AT SCOTTSDALE HEALTHCARE,30133,1,20130510.0,85258.0,2016
1.0,1,BANNER GOLDFIELD MEDICAL CENTER,30134,0,,85120.0,2016
1.0,1,FREEDOM PAIN HOSPITAL,30135,5,20150430.0,85255.0,2016
1.0,1,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,30136,0,,85339.0,2016
1.0,1,GREEN VALLEY HOSPITAL,30137,0,,85614.0,2016
1.0,1,SILOAM SPRINGS REGIONAL HOSPITAL,40001,0,,72761.0,2016
1.0,1,JOHNSON REGIONAL MEDICAL CENTER,40002,0,,72830.0,2016
1.0,1,ST ANTHONYS HEALTHCARE CENTER,40003,7,20040930.0,72110.0,2016
1.0,1,WASHINGTON REGIONAL MEDICAL CENTER,40004,0,,72703.0,2016
1.0,1,EUREKA SPRINGS HOSPITAL,40005,7,19991231.0,72632.0,2016
1.0,1,"CENTRAL OZARKS MEDICAL CENTER, INC",40006,1,19890115.0,72687.0,2016
1.0,1,CHI-ST VINCENT INFIRMARY,40007,0,,72205.0,2016
1.0,1,LAWRENCE MEMORIAL HOSPITAL,40008,7,20000730.0,72476.0,2016
1.0,1,DELTA MEDICAL CENTER,40009,1,19870725.0,72021.0,2016
1.0,1,MERCY HOSPITAL NORTHWEST ARKANSAS,40010,0,,72758.0,2016
1.0,1,CHAMBERS MEMORIAL HOSPITAL,40011,0,,72833.0,2016
1.0,1,FAYETTEVILLE CITY HOSPITAL,40013,7,19940203.0,72703.0,2016
1.0,1,WHITE COUNTY MEDICAL CENTER,40014,0,,72143.0,2016
1.0,1,MENA REGIONAL HEALTH SYSTEM,40015,0,,71953.0,2016
1.0,1,UAMS MEDICAL CENTER,40016,0,,72205.0,2016
1.0,1,NORTH ARKANSAS REGIONAL MEDICAL CENTER,40017,0,,72601.0,2016
1.0,1,SPARKS MEDICAL CENTER - VAN BUREN,40018,0,,72956.0,2016
1.0,1,FORREST CITY MEDICAL CENTER,40019,0,,72335.0,2016
1.0,1,ST BERNARDS MEDICAL CENTER,40020,0,,72401.0,2016
1.0,1,SOUTHWEST REGIONAL MEDICAL CENTER,40021,1,20080701.0,72209.0,2016
1.0,1,NORTHWEST MEDICAL CENTER-SPRINGDALE,40022,0,,72764.0,2016
1.0,1,ASHLEY COUNTY MEDICAL CENTER,40024,7,20040930.0,71635.0,2016
1.0,1,CROSSRIDGE COMMUNITY HOSPITAL,40025,7,20000630.0,72396.0,2016
1.0,1,CHI ST. VINCENT HOSPITAL HOT SPRINGS,40026,0,,71903.0,2016
1.0,1,BAXTER REGIONAL MEDICAL CENTER,40027,0,,72653.0,2016
1.0,1,BOONEVILLE COMMUNITY HOSPITAL,40028,4,20020701.0,72927.0,2016
1.0,1,CONWAY REGIONAL MEDICAL CENTER,40029,0,,72034.0,2016
1.0,1,DARDANELLE HOSPITAL,40030,7,19991031.0,72834.0,2016
1.0,1,HUNTSVILLE MEMORIAL HOSPITAL,40031,1,19921224.0,72740.0,2016
1.0,1,LITTLE RIVER MEMORIAL HOSPITAL,40032,7,20040229.0,71822.0,2016
1.0,1,DERMOTT-CHICOT MEMORIAL HOSPITAL,40033,1,19900331.0,71638.0,2016
